AK	0.004
AR	0.009
CO	0.005
CT	0.017
DE	0.011
GA	0.057
ID	0.008
IL	0.007
IN	0.044
IA	0.007
KS	0.008
KY	0.007
LA	0.005
ME	0.010
MN	0.007
MS	0.008
MO	0.010
MT	0.006
NE	0.008
NV	0.011
NH	0.004
NM	0.008
NC	0.012
ND	0.004
OH	0.009
OK	0.004
PA	0.008
RI	0.017
SC	0.009
SD	0.008
TN	0.349
TX	0.005
UT	0.294
VT	0.006
VA	0.010
WY	0.005
