AK	0.008
AR	0.439
CO	0.003
CT	0.000
DE	0.001
GA	0.000
ID	0.000
IL	0.000
IN	0.017
IA	0.000
KS	0.000
KY	0.000
LA	0.006
ME	0.001
MN	0.000
MS	0.000
MO	0.000
MT	0.000
NE	0.000
NV	0.014
NH	0.000
NM	0.000
NC	0.037
OK	0.012
PA	0.000
RI	0.001
SC	0.000
SD	0.000
TN	0.426
TX	0.004
UT	0.021
VT	0.002
VA	0.001
WV	0.001
WI	0.000
WY	0.005
