AK	0.225
AR	0.007
CO	0.007
CT	0.009
DE	0.013
GA	0.009
ID	0.012
IL	0.007
IN	0.034
IA	0.008
KS	0.008
KY	0.010
LA	0.007
ME	0.013
MN	0.007
MS	0.007
MO	0.010
MT	0.007
NE	0.009
NV	0.023
NH	0.009
NM	0.009
NC	0.066
ND	0.007
OH	0.009
OK	0.007
PA	0.007
RI	0.018
SC	0.010
SD	0.009
TN	0.010
TX	0.007
UT	0.341
VT	0.007
VA	0.015
WV	0.014
WI	0.011
WY	0.007
