AK	0.187
AR	0.004
CO	0.009
CT	0.004
DE	0.004
GA	0.003
IL	0.007
IN	0.016
IA	0.007
KS	0.006
KY	0.009
LA	0.008
ME	0.005
MN	0.006
MS	0.005
MO	0.004
MT	0.009
NE	0.007
NV	0.009
NH	0.014
NM	0.007
NC	0.119
ND	0.009
OH	0.004
OK	0.009
PA	0.005
RI	0.004
SC	0.004
SD	0.007
TN	0.003
TX	0.008
UT	0.468
VT	0.008
VA	0.005
WV	0.004
WI	0.005
WY	0.010
