AK	0.013
AR	0.076
CO	0.015
CT	0.018
DE	0.018
GA	0.019
ID	0.015
IL	0.016
KS	0.017
KY	0.015
LA	0.016
ME	0.018
MN	0.017
MS	0.018
MO	0.018
MT	0.015
NE	0.017
NV	0.015
NH	0.011
NM	0.016
NC	0.014
ND	0.019
OH	0.018
OK	0.029
PA	0.018
RI	0.018
SC	0.018
SD	0.017
TN	0.019
TX	0.176
UT	0.191
VT	0.016
VA	0.017
WV	0.018
WI	0.018
WY	0.014
