AK	0.000
AR	0.003
CO	0.000
GA	0.008
ID	0.000
IL	0.000
IN	0.003
IA	0.000
KS	0.000
KY	0.152
LA	0.000
ME	0.000
MN	0.000
MS	0.001
MO	0.001
MT	0.000
NE	0.000
NV	0.001
NH	0.002
NM	0.000
NC	0.003
ND	0.000
OH	0.004
OK	0.001
PA	0.001
RI	0.356
SC	0.001
SD	0.000
TN	0.460
TX	0.000
UT	0.001
VT	0.000
VA	0.000
WV	0.000
WI	0.000
WY	0.000
