AK	0.000
AR	0.115
CO	0.000
CT	0.001
DE	0.000
GA	0.001
ID	0.000
IL	0.000
IN	0.000
IA	0.000
KS	0.000
KY	0.100
ME	0.000
MN	0.000
MS	0.001
MO	0.000
MT	0.000
NE	0.000
NV	0.000
NH	0.047
NM	0.001
NC	0.000
ND	0.000
OH	0.000
OK	0.000
PA	0.001
RI	0.000
SC	0.000
SD	0.000
TN	0.001
TX	0.728
UT	0.004
VT	0.000
VA	0.000
WV	0.000
WI	0.001
WY	0.000
